,id,words_per_second,avg_pause_length,num_pauses,mean_pitch,pitch_std,min_pitch,max_pitch,jitter_local,shimmer_local,hnr,ums,uhs
0,lie1.mp4,2.6315789473684212,0.9233333333333339,3,195.0724442003118,67.03930451353361,76.05617985821526,597.2585333507058,0.020766626497298372,0.0878968374739679,9.60613216421236,0,0
1,lie2.mp4,2.464985994397759,0.8533333333333338,3,162.06933299981924,66.39736474634837,75.09276736209345,577.908347345426,0.020501232597093636,0.08920949051287,11.46174032195461,0,0
2,lie3.mp4,3.765465303926842,0.5700000000000003,1,181.22381334093416,49.37581653615099,75.28880415010669,542.9810448580099,0.020707757989806314,0.10722848261383258,8.976463856814062,1,0
3,lie4.mp4,4.884488448844884,0.0,0,225.47820151223942,46.46588197444301,95.3210309560868,598.0079319086807,0.015555430986648008,0.09286865421434885,14.623387712386357,0,0
4,lie5.mp4,4.564570781081464,0.0,0,223.74949380639114,55.0527248384004,76.5988314401738,586.4143538501655,0.01660603256478014,0.09731244775434333,15.335154064471876,0,0
5,lie6.mp4,4.528535980148883,0.7400000000000004,1,145.0000067994802,36.01320012262647,75.90006904001504,477.6146001375922,0.017130076385520557,0.1107896013688935,13.019530499689136,0,0
6,lie7.mp4,4.497354497354498,0.0,0,139.52495765865177,41.57936406418708,75.58969819402006,536.3989179465183,0.01917902011068059,0.12115194230628028,12.170534974131474,0,0
7,lie8.mp4,3.379601689800845,1.280000000000001,1,187.27067961968783,62.24240473493643,75.54172196450146,598.9545641479114,0.02563268180620669,0.145781239375328,7.8540943022561125,0,0
8,lie9.mp4,3.366336633663366,0.7900000000000005,1,115.00691231293474,47.10067730795683,75.83743433310852,547.113594950573,0.019524713385820527,0.10235444418652558,9.755980305114113,0,0
9,lie10.mp4,3.1762837480148227,0.8150000000000005,2,166.0524731986909,86.56378834455293,75.37642719390307,567.6657417456321,0.027578826537831065,0.1369031611454861,8.251766137919521,0,0
10,truth1.mp4,3.3003300330033003,0.9000000000000006,1,131.0715916473171,16.254397319970693,88.80115807755574,202.9783363081365,0.015937713599118733,0.09705976842778742,11.922305443039852,0,0
11,truth2.mp4,2.539503386004515,0.6900000000000003,5,141.2458661550556,41.19056449830965,92.64175251882521,593.960828133894,0.016103415465263258,0.09696901692721233,13.152415908236545,0,0
12,truth3.mp4,3.908794788273615,0.0,0,169.29668058726364,55.399844594232704,87.2557630451479,569.1975897155313,0.01924551530318983,0.10479178773060661,10.465961708942942,0,0
13,truth4.mp4,4.024773452922858,0.0,0,139.3109573065218,49.91040201865623,89.33783564057106,560.1860694014309,0.020642476726728327,0.11271228449262075,11.110664392746935,0,0
14,truth5.mp4,3.4332084893882646,0.6300000000000003,1,204.74958213620312,41.104478297706514,150.6096769816086,542.4714262733615,0.017350350226076363,0.09180259375467587,11.20290019095812,0,0
15,truth6.mp4,3.9948453608247423,0.7600000000000005,1,167.30304092266528,76.62198968668498,75.49229640519036,599.3929858734605,0.022577818310832345,0.13339120705559604,12.149494953574997,0,0
16,truth7.mp4,3.961661341853035,0.0,0,189.0861005783464,60.903801351755035,86.07269770964493,599.4305172905683,0.01797457369151347,0.10569593787247264,13.57544037694201,0,0
17,truth8.mp4,2.5316455696202533,0.7625000000000004,4,171.53500819904409,45.76223317640141,75.00216099856635,545.7249818254925,0.015309202506845998,0.09988765640783612,14.532124532680854,0,0
18,truth9.mp4,2.5205479452054793,1.0675000000000008,4,177.1223456935598,45.93946004468433,107.39064735486079,510.0953138912423,0.018096785511181854,0.1019881860554182,13.948539253703858,1,0
19,truth10.mp4,2.854230377166157,0.5925000000000002,4,196.02186509673462,63.20063585609735,76.19494720500795,590.7411910516392,0.020814080825861225,0.11246982590615268,12.668330858138706,1,0
