,id,words_per_second,avg_pause_length,num_pauses,mean_pitch,pitch_std,min_pitch,max_pitch,jitter_local,shimmer_local,hnr,ums,uhs
0,trial_lie_001.mp4,2.6439482961222094,0.5900000000000003,2,181.32713176720318,94.32755996549992,81.98952682581583,585.0746502339705,0.026746620205609934,0.12508755674185612,10.585572758307187,0,0
1,trial_lie_002.mp4,3.262434031664801,0.0,0,185.53056888669832,45.18427253939452,75.08719541189829,575.779182060993,0.018938498371224497,0.09938087732777562,12.319862538806731,2,0
2,trial_lie_003.mp4,2.545968882602546,0.9750000000000006,2,147.29159637927603,103.33363964095642,82.27365072081543,586.0534884980307,0.02213585695278873,0.12931253173876442,9.702812449885391,0,0
3,trial_lie_004.mp4,3.7800687285223367,0.0,0,184.55964442053494,51.70800570807319,75.72155818138909,276.185711422874,0.019134888031234108,0.09874275019221873,13.274346022892406,0,0
4,trial_lie_005.mp4,3.0682881197380727,0.8425000000000006,4,180.73480915079236,45.96057592561904,75.27308269999656,596.9631620478395,0.017787949985007226,0.09619524226304259,13.744829717078508,0,0
5,trial_lie_006.mp4,3.128430296377607,0.6500000000000004,1,244.32728286705512,59.39812007934949,84.05426641729387,487.386562043586,0.020318485592123924,0.10535229034021196,13.637882459871967,0,0
6,trial_lie_007.mp4,2.520828882717368,1.0160000000000002,5,178.10561739592464,41.648703080799336,84.23980825991762,572.6633418360767,0.020224631211840725,0.15473250958374057,10.15769304104565,0,0
7,trial_lie_008.mp4,4.103967168262654,0.0,0,169.4961129815556,58.34387740898622,85.4555821276155,561.3319425781581,0.03731247871462862,0.1790804251450257,6.521569482386113,0,0
8,trial_lie_009.mp4,2.2276053516994194,1.0550000000000008,4,164.61344428274572,54.061639098934094,86.29098161086651,553.5232233332786,0.022549118008266002,0.14766017931376849,9.80575422378616,0,0
9,trial_lie_010.mp4,2.497434143003763,1.1024999999999998,4,160.87387805593463,43.947516760931144,83.6927463878629,556.9360506788571,0.023365192092255547,0.15629740070546563,8.708117700629552,1,0
10,trial_lie_011.mp4,1.9287833827893173,1.6219999999999888,10,200.92843282841358,39.96117607696332,87.55949439416958,482.13115477362084,0.029359537530698743,0.16968230270079301,8.343221133799375,0,0
11,trial_lie_012.mp4,2.275600505689001,0.7100000000000004,1,179.86494065678934,51.58359193298152,75.5624634338632,547.4130326228911,0.029725172279738192,0.17650526864721164,9.479800675243713,0,0
12,trial_lie_013.mp4,3.4645669291338583,0.7075000000000005,4,180.84417110359308,51.0458493877523,88.84896069257398,545.9529968353166,0.02277081023841705,0.16885441551054425,9.273429346967205,0,0
13,trial_lie_014.mp4,3.8267148014440435,0.7600000000000005,1,209.1047195667399,39.06518288931513,81.75108965923371,467.3564437972244,0.023842538246257244,0.11350552818556807,10.419317138132485,0,0
